               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  34,            0.035337,            0.028434,            0.015447,             0.72362,             0.89395,             0.80601,             0.59911,            0.023762,            0.022726,            0.012879,           0.0017509,           0.0017509,            0.056351
                  35,            0.034368,            0.029143,            0.015224,             0.69631,              0.9802,             0.75964,             0.57212,             0.02234,            0.021607,            0.012481,            0.001704,            0.001704,            0.055004
                  36,              0.0336,            0.027339,            0.014883,             0.70186,             0.97343,             0.76653,             0.58125,            0.022484,            0.021622,            0.011802,           0.0016561,           0.0016561,            0.053656
                  37,            0.031747,            0.027804,            0.014682,             0.71798,              0.9505,             0.76061,             0.58118,            0.021643,            0.021407,            0.011557,           0.0016081,           0.0016081,            0.052308
                  38,            0.032663,            0.027491,            0.014756,             0.69495,              0.9868,             0.77544,             0.60461,            0.021029,            0.020813,            0.012467,           0.0015606,           0.0015606,            0.050961
                  39,            0.034365,            0.027287,            0.014484,              0.6851,             0.98515,             0.74071,             0.56375,            0.021539,            0.021699,            0.012075,           0.0015144,           0.0015144,            0.049614
                  40,            0.032696,            0.027423,            0.014483,             0.69314,             0.97184,             0.76964,             0.60286,            0.020891,            0.021494,            0.012002,           0.0014704,           0.0014704,             0.04827
                  41,            0.030144,            0.027181,            0.014006,             0.67999,             0.99835,             0.75476,             0.55572,            0.022352,            0.021087,             0.01108,           0.0014294,           0.0014294,            0.046929
                  42,            0.029516,            0.026219,             0.01388,             0.70592,             0.96696,             0.80514,              0.6499,            0.018941,             0.01994,            0.011129,           0.0013921,           0.0013921,            0.045592
                  43,             0.03047,            0.026836,            0.013944,             0.65346,              0.9703,             0.73065,             0.56909,             0.02191,            0.021289,             0.01237,           0.0013594,           0.0013594,            0.044259
                  44,            0.028775,            0.026142,            0.013815,             0.68063,             0.99175,             0.74932,             0.57549,            0.021597,            0.021612,             0.01104,            0.001332,            0.001332,            0.042932
                  45,            0.028825,            0.026243,            0.013864,             0.67298,             0.99835,             0.73184,             0.56544,            0.021373,            0.021912,            0.013034,           0.0013109,           0.0013109,            0.041611
                  46,            0.029896,            0.025926,            0.013516,             0.66627,             0.98514,             0.75253,             0.60418,            0.019843,            0.020526,            0.011987,           0.0012967,           0.0012967,            0.040297
                  47,            0.028796,            0.026423,            0.013524,             0.68034,             0.98185,             0.79165,             0.63915,            0.018677,            0.020477,            0.010952,           0.0012901,           0.0012901,             0.03899
                  48,            0.028148,            0.026097,            0.013286,             0.68701,             0.99196,             0.75933,             0.61754,            0.018628,            0.020178,            0.011349,           0.0012921,           0.0012921,            0.037692
                   0,               0.109,             0.05075,            0.045554,           0.0039977,             0.35668,           0.0019189,          0.00027784,            0.098569,            0.049859,             0.04278,             0.00012,             0.00012,             0.09892
                   1,            0.087688,            0.060569,             0.04189,            0.074483,             0.49601,             0.06955,            0.017656,            0.064005,            0.060868,            0.039739,           0.0002498,           0.0002498,             0.09775
                   2,            0.074185,            0.060505,            0.039299,             0.22963,             0.73285,             0.25416,            0.061151,            0.056897,            0.049878,            0.039038,           0.0003788,           0.0003788,            0.096579
                   3,            0.067787,            0.053337,            0.038049,             0.20228,             0.69301,             0.18871,            0.069208,            0.052452,             0.05455,            0.037677,          0.00050639,          0.00050639,            0.095406
                   4,            0.065893,            0.047744,            0.036406,             0.24724,             0.55774,             0.28731,            0.082576,            0.047623,            0.045124,            0.035335,          0.00063196,          0.00063196,            0.094232
                   5,            0.063814,            0.045858,             0.03531,             0.22892,             0.66172,             0.33087,             0.13596,            0.045286,            0.042335,            0.034145,          0.00075493,          0.00075493,            0.093055
                   6,            0.062159,            0.043275,             0.03424,             0.42291,             0.61176,             0.51967,             0.24023,            0.041559,            0.039116,            0.032087,          0.00087472,          0.00087472,            0.091875
                   7,            0.062729,             0.04149,            0.032383,             0.36445,             0.62429,             0.54587,             0.25133,            0.043568,            0.037046,            0.028482,          0.00099079,          0.00099079,            0.090691
                   8,            0.060117,            0.040736,            0.029435,             0.26633,             0.66667,              0.4594,             0.17735,            0.045174,            0.035799,            0.024338,           0.0011026,           0.0011026,            0.089503
                   9,            0.060822,             0.03898,            0.025976,             0.36663,             0.65182,             0.49849,            0.084173,            0.050562,            0.032717,            0.021726,           0.0012097,           0.0012097,             0.08831
                  10,            0.060165,            0.037222,            0.023715,             0.42909,             0.68558,             0.64353,             0.27615,            0.040479,            0.032905,            0.020555,           0.0013115,           0.0013115,            0.087112
                  11,            0.058236,            0.036687,            0.022661,             0.45768,             0.74873,             0.63353,             0.21571,            0.045248,            0.030624,            0.019935,           0.0014077,           0.0014077,            0.085908
                  12,            0.057152,            0.035646,            0.021782,              0.4115,             0.84355,             0.55819,             0.16233,            0.040314,            0.030832,            0.019578,           0.0014979,           0.0014979,            0.084698
                  13,            0.055029,            0.036079,            0.021242,             0.41105,              0.9034,             0.63362,             0.29471,            0.034713,             0.02989,            0.019093,           0.0015816,           0.0015816,            0.083482
                  14,            0.054973,            0.035124,            0.020764,             0.55423,             0.77634,              0.6928,             0.35646,            0.040566,            0.027591,             0.01899,           0.0016586,           0.0016586,            0.082259
                  15,             0.05241,            0.034226,             0.02056,             0.46313,             0.95437,             0.69095,             0.28959,            0.037584,            0.027503,            0.018578,           0.0017287,           0.0017287,            0.081029
                  16,            0.050517,            0.033793,            0.020074,             0.51339,             0.89299,             0.62408,             0.28251,            0.035861,            0.027837,              0.0183,           0.0017915,           0.0017915,            0.079792
                  17,            0.049936,            0.033356,             0.01991,             0.45663,             0.77253,             0.70475,             0.39132,            0.034053,            0.027138,            0.018015,            0.001847,            0.001847,            0.078547
                  18,            0.048003,            0.032984,            0.019382,             0.65668,             0.96476,             0.73343,             0.43946,            0.032291,            0.026749,            0.017747,            0.001895,            0.001895,            0.077295
                  19,            0.046986,            0.032435,            0.019337,             0.53267,             0.90955,             0.76184,             0.47512,            0.027692,            0.027304,             0.01734,           0.0019354,           0.0019354,            0.076035
                  20,            0.044511,            0.032466,             0.01908,             0.59847,             0.90784,             0.78306,             0.40603,            0.035852,            0.025165,            0.017073,           0.0019682,           0.0019682,            0.074768
                  21,            0.047649,            0.032619,            0.019015,             0.44368,             0.93595,             0.68608,             0.20778,            0.043764,              0.0254,            0.016795,           0.0019935,           0.0019935,            0.073494
                  22,            0.044928,            0.030986,            0.018604,             0.67495,             0.94363,              0.8008,             0.48281,            0.028526,            0.025074,            0.016294,           0.0020114,           0.0020114,            0.072211
                  23,            0.042567,            0.031168,            0.018342,             0.61661,             0.92904,             0.83276,             0.50049,            0.029745,            0.024845,            0.016026,           0.0020219,           0.0020219,            0.070922
                  24,             0.04335,            0.032205,            0.017917,              0.5694,             0.91254,             0.85979,             0.56267,            0.027891,            0.025105,            0.015681,           0.0020254,           0.0020254,            0.069625
                  25,            0.041549,            0.031433,            0.017711,             0.65787,             0.93831,             0.77772,             0.49345,            0.029155,            0.025653,            0.014605,            0.002022,            0.002022,            0.068322
                  26,            0.039115,            0.029955,            0.017303,             0.70295,             0.96305,             0.88341,             0.58632,            0.026162,            0.023167,            0.014068,           0.0020121,           0.0020121,            0.067012
                  27,            0.038705,            0.030568,            0.017249,             0.54266,             0.94554,             0.78161,             0.52988,            0.026677,            0.024216,            0.014537,            0.001996,            0.001996,            0.065696
                  28,            0.037797,            0.029939,              0.0168,             0.69312,             0.98006,             0.81613,             0.55189,            0.025985,            0.025167,            0.014151,           0.0019742,           0.0019742,            0.064374
                  29,            0.038153,            0.029325,            0.016754,             0.68806,             0.94554,             0.83082,             0.56957,            0.024699,            0.023629,            0.013742,            0.001947,            0.001947,            0.063047
                  30,            0.038108,            0.029604,            0.016377,              0.7121,             0.92721,             0.87638,             0.60188,            0.025682,            0.023005,            0.014208,           0.0019151,           0.0019151,            0.061715
                  31,            0.037867,            0.029368,            0.016249,             0.67068,             0.94288,             0.81727,             0.55421,            0.024646,            0.023481,             0.01287,           0.0018789,           0.0018789,            0.060379
                  32,            0.038148,            0.029091,            0.016107,             0.66419,             0.98307,             0.82285,             0.56355,            0.023805,            0.022624,             0.01364,           0.0018391,           0.0018391,            0.059039
                  33,             0.03468,            0.028323,            0.016224,             0.68798,             0.98515,             0.75965,             0.56492,            0.022925,            0.022936,            0.013699,           0.0017962,           0.0017962,            0.057696
                  34,            0.034981,             0.02842,              0.0157,             0.72293,              0.9835,             0.83833,             0.63427,            0.021532,            0.022224,            0.012927,           0.0017509,           0.0017509,            0.056351
                  35,            0.034898,            0.029024,            0.015541,             0.70295,             0.96259,              0.8253,             0.60863,            0.021078,            0.021367,            0.012622,            0.001704,            0.001704,            0.055004
                  36,            0.032579,            0.026807,            0.015147,             0.66443,             0.97813,             0.84089,             0.62689,            0.021701,             0.02155,            0.012126,           0.0016561,           0.0016561,            0.053656
                  37,            0.033875,            0.027826,            0.014927,             0.74961,             0.89604,              0.8245,             0.61308,            0.023157,            0.021755,            0.012264,           0.0016081,           0.0016081,            0.052308
                  38,            0.031566,            0.027261,            0.014855,             0.69658,             0.96484,             0.81523,             0.64367,            0.019889,            0.020553,             0.01209,           0.0015606,           0.0015606,            0.050961
                  39,            0.031911,            0.026983,             0.01458,             0.68793,             0.97236,             0.80709,             0.61292,            0.022955,            0.021603,            0.011786,           0.0015144,           0.0015144,            0.049614
                  40,            0.032452,            0.027573,            0.014736,             0.70211,             0.93227,             0.82231,             0.62326,            0.022812,            0.021746,            0.012107,           0.0014704,           0.0014704,             0.04827
                  41,             0.03002,             0.02707,            0.014238,             0.67073,             0.97029,             0.82216,             0.63329,            0.020456,            0.021362,            0.011606,           0.0014294,           0.0014294,            0.046929
                  42,            0.029839,            0.026031,            0.014004,             0.67786,               0.995,             0.76416,             0.57483,            0.022201,            0.020381,            0.011919,           0.0013921,           0.0013921,            0.045592
                  43,            0.030956,             0.02666,            0.014186,             0.67156,              0.9835,             0.73244,             0.52498,            0.024236,            0.022034,            0.013056,           0.0013594,           0.0013594,            0.044259
                  44,            0.028879,            0.025699,            0.013958,             0.68299,             0.99834,             0.80011,             0.63122,            0.020855,            0.021025,            0.010604,            0.001332,            0.001332,            0.042932
                  45,            0.028789,            0.026103,            0.014091,              0.6603,             0.99793,             0.73187,             0.54472,            0.020948,             0.02103,            0.013612,           0.0013109,           0.0013109,            0.041611
                  46,             0.02974,            0.025729,            0.013926,             0.69384,             0.97698,              0.7723,             0.61976,            0.020244,            0.020506,            0.010761,           0.0012967,           0.0012967,            0.040297
                  47,            0.030169,            0.026206,            0.013874,             0.69335,             0.98784,             0.78293,             0.61993,            0.019997,            0.020236,            0.011151,           0.0012901,           0.0012901,             0.03899
                  48,            0.027674,            0.026171,             0.01366,             0.69564,             0.99662,             0.79907,             0.65194,            0.018378,            0.019759,             0.01112,           0.0012921,           0.0012921,            0.037692
                  49,            0.027338,            0.025932,            0.013495,             0.68536,              0.9898,             0.75951,             0.59712,             0.01962,            0.020723,            0.010582,           0.0013031,           0.0013031,            0.036403
                   0,            0.069311,            0.032777,            0.056178,             0.18795,             0.27409,            0.084871,            0.027659,            0.035112,            0.020744,            0.029144,             0.00059,             0.00059,             0.09469
                   1,            0.052973,             0.02332,            0.035152,             0.25737,             0.42763,             0.12994,            0.062719,            0.043169,            0.014134,            0.018184,           0.0011891,           0.0011891,            0.089289
                   0,            0.028346,            0.010919,            0.010052,             0.93279,             0.98524,             0.95664,             0.89968,           0.0044605,           0.0038037,           0.0014849,           0.0033328,           0.0033328,            0.070005
                   1,            0.016216,           0.0067542,            0.002082,             0.95608,             0.99883,             0.97707,             0.96462,           0.0029473,           0.0031839,          0.00056239,           0.0066608,           0.0066608,                0.04
                   0,            0.072405,            0.034243,            0.061675,             0.98608,            0.040582,             0.05388,            0.011259,            0.034844,            0.021044,            0.032361,             0.00059,             0.00059,             0.09469
                   1,            0.052279,            0.024056,            0.041894,             0.95558,            0.090939,             0.10816,            0.047956,            0.030379,            0.015107,            0.022992,           0.0011891,           0.0011891,            0.089289
                   2,            0.049287,            0.018342,             0.03193,              0.5932,              0.2547,             0.20031,              0.1148,            0.023478,            0.012092,            0.018484,           0.0017844,           0.0017844,            0.083884
                   3,            0.046249,            0.015855,            0.027661,              0.1797,              0.6299,             0.28598,             0.16784,            0.028707,            0.010497,            0.015896,           0.0023731,           0.0023731,            0.078473
                   4,             0.04213,            0.014366,            0.024541,             0.36611,              0.6869,             0.41338,              0.2751,            0.022452,            0.009509,            0.014282,           0.0029524,           0.0029524,            0.073052
                   5,            0.040354,            0.013008,            0.021913,              0.3431,             0.80895,             0.45205,             0.30019,            0.021662,           0.0091258,            0.012479,           0.0035197,           0.0035197,             0.06762
                   6,            0.038103,            0.012166,            0.019248,              0.4272,             0.81984,             0.56413,             0.38444,            0.017649,           0.0079901,            0.011143,           0.0040723,           0.0040723,            0.062172
                   7,            0.035901,            0.011245,            0.016846,             0.43463,              0.7445,             0.53768,             0.32319,            0.021148,           0.0080726,            0.010571,           0.0046076,           0.0046076,            0.056708
                   8,            0.035135,            0.011045,            0.015561,             0.63999,             0.58145,             0.46919,             0.25536,             0.02095,           0.0097558,            0.011865,           0.0051233,           0.0051233,            0.051223
                   9,            0.033877,            0.010547,            0.013826,             0.52414,             0.79924,             0.69789,              0.4476,            0.020342,           0.0075816,           0.0075447,            0.005617,            0.005617,            0.045717
                  10,            0.032124,            0.010302,             0.01245,             0.48017,             0.83681,             0.66898,             0.46382,            0.015188,           0.0069377,           0.0069843,           0.0060866,           0.0060866,            0.040187
                  11,            0.030509,            0.009788,            0.010791,             0.47322,             0.94524,             0.75572,             0.45369,             0.01747,           0.0065461,           0.0059584,             0.00653,             0.00653,             0.03463
                  12,            0.030853,           0.0098671,            0.010429,             0.47087,             0.90365,             0.72457,             0.54671,            0.013907,           0.0068262,           0.0057227,           0.0069455,           0.0069455,            0.029045
                  13,            0.028679,           0.0094592,           0.0095312,              0.6036,             0.95218,             0.76973,             0.54545,            0.012206,           0.0062212,             0.00516,           0.0073313,           0.0073313,            0.023431
                  14,             0.02868,           0.0092114,           0.0087225,             0.53264,             0.99834,             0.73964,             0.54717,             0.01384,           0.0067949,            0.005047,           0.0076862,           0.0076862,            0.017786
                  15,             0.02785,           0.0092435,           0.0086758,             0.55696,             0.96449,             0.75216,             0.59385,            0.011621,            0.006264,           0.0048211,           0.0080087,           0.0080087,            0.012109
                  16,            0.026903,           0.0094502,           0.0089125,             0.67107,             0.69024,             0.68198,             0.45458,            0.016002,           0.0073811,           0.0076814,           0.0081433,           0.0081433,           0.0081433
                  17,            0.026059,           0.0092643,           0.0083757,             0.49829,             0.95667,             0.74108,             0.49773,            0.014944,            0.006893,           0.0041887,           0.0081433,           0.0081433,           0.0081433
                  18,            0.024804,           0.0089083,           0.0081097,             0.59255,             0.91364,             0.74857,             0.53648,            0.017866,            0.007385,           0.0042488,            0.007927,            0.007927,            0.007927
                  19,             0.02346,           0.0085701,           0.0072856,             0.60341,             0.98341,              0.7344,             0.59162,            0.010016,           0.0055248,           0.0040288,           0.0077031,           0.0077031,           0.0077031
                  20,            0.021637,           0.0082331,           0.0067812,              0.5919,             0.98572,              0.7888,             0.58381,            0.010777,           0.0057828,           0.0037052,           0.0074725,           0.0074725,           0.0074725
                  21,            0.021526,           0.0079176,           0.0067246,             0.62335,             0.94413,             0.77504,              0.6207,           0.0097337,           0.0052605,           0.0035422,           0.0072361,           0.0072361,           0.0072361
                  22,            0.020631,           0.0079082,           0.0063641,             0.59415,             0.97148,             0.78394,             0.60877,            0.009056,           0.0047573,           0.0034407,           0.0069948,           0.0069948,           0.0069948
                  23,             0.01921,           0.0075047,           0.0061743,             0.64712,             0.95261,             0.76919,             0.63805,           0.0085949,           0.0049105,           0.0033051,           0.0067495,           0.0067495,           0.0067495
                  24,            0.018298,           0.0074061,           0.0054649,             0.66893,             0.96145,             0.80681,             0.70916,           0.0085607,           0.0044939,            0.003269,           0.0065013,           0.0065013,           0.0065013
                  25,            0.018122,           0.0071227,           0.0053545,             0.69801,               0.923,             0.80336,             0.66424,           0.0080203,           0.0043974,           0.0032734,           0.0062512,           0.0062512,           0.0062512
                  26,            0.018123,             0.00718,           0.0055182,             0.61801,             0.99168,             0.79411,             0.69342,           0.0097715,           0.0049204,           0.0031185,               0.006,               0.006,               0.006
                  27,            0.016546,           0.0070669,           0.0048934,              0.6415,             0.99495,             0.81502,             0.74318,           0.0070102,           0.0045033,           0.0030211,           0.0057488,           0.0057488,           0.0057488
                  28,            0.016829,           0.0068974,           0.0050546,             0.72028,             0.99673,             0.81972,             0.71599,           0.0076736,           0.0043113,           0.0029421,           0.0054987,           0.0054987,           0.0054987
                  29,            0.015815,           0.0066684,           0.0048413,             0.74273,             0.94444,             0.81353,             0.71759,           0.0075583,           0.0044354,           0.0027032,           0.0052505,           0.0052505,           0.0052505
                  30,            0.015556,           0.0064858,           0.0046282,              0.6611,             0.96636,             0.83639,             0.72811,           0.0074455,           0.0042698,           0.0025431,           0.0050052,           0.0050052,           0.0050052
                  31,            0.015135,           0.0065798,           0.0047534,             0.75375,             0.97018,             0.87178,             0.79544,           0.0068469,            0.004115,           0.0023865,           0.0047639,           0.0047639,           0.0047639
                  32,            0.014551,           0.0064683,           0.0044087,             0.69822,             0.97024,             0.81834,             0.72002,           0.0060762,            0.003947,           0.0025893,           0.0045275,           0.0045275,           0.0045275
                  33,            0.014028,           0.0062011,           0.0041803,             0.73568,             0.99669,             0.84732,             0.76144,           0.0055708,           0.0039899,           0.0021819,           0.0042969,           0.0042969,           0.0042969
                  34,            0.013179,           0.0060761,           0.0041501,             0.69906,                   1,             0.83784,             0.75744,           0.0059544,           0.0038354,           0.0021987,            0.004073,            0.004073,            0.004073
                  35,             0.01324,           0.0061782,           0.0035668,             0.79397,             0.99582,             0.85692,             0.78865,           0.0057796,           0.0040828,           0.0020156,           0.0038567,           0.0038567,           0.0038567
                  36,            0.012678,           0.0060063,           0.0040314,             0.78293,             0.98701,             0.86723,             0.81649,           0.0050128,           0.0035974,           0.0019254,           0.0036489,           0.0036489,           0.0036489
                  37,            0.012171,            0.005866,           0.0034217,             0.78377,             0.98661,             0.86353,             0.79796,           0.0049301,           0.0036052,           0.0019087,           0.0034503,           0.0034503,           0.0034503
                  38,            0.012173,           0.0058771,           0.0035717,             0.81505,             0.99962,             0.87711,             0.81625,           0.0050931,           0.0036807,           0.0017609,           0.0032618,           0.0032618,           0.0032618
                  39,             0.01152,           0.0057459,            0.003302,             0.80558,              0.9992,             0.87142,             0.82382,           0.0051084,           0.0035536,           0.0016427,           0.0030841,           0.0030841,           0.0030841
                  40,            0.011448,           0.0055899,           0.0033006,             0.81897,             0.95752,             0.84188,             0.81236,           0.0040991,           0.0034972,           0.0017626,           0.0029179,           0.0029179,           0.0029179
                  41,            0.011083,           0.0054487,           0.0030169,             0.81211,             0.99401,             0.85566,             0.81556,           0.0040753,           0.0035743,           0.0016081,           0.0027639,           0.0027639,           0.0027639
                  42,            0.010802,           0.0055147,           0.0030328,              0.7919,             0.99979,             0.86923,             0.81952,           0.0045835,           0.0034528,           0.0014986,           0.0026227,           0.0026227,           0.0026227
                  43,            0.010488,            0.005347,           0.0028931,             0.81812,             0.99673,             0.86357,             0.83797,           0.0040345,            0.003485,           0.0015769,           0.0024948,           0.0024948,           0.0024948
                  44,            0.010348,           0.0053484,           0.0027793,             0.82654,             0.97261,              0.8669,             0.82552,           0.0046043,           0.0036254,           0.0014327,           0.0023807,           0.0023807,           0.0023807
                  45,            0.010278,           0.0052969,           0.0028168,             0.82503,             0.98139,             0.88369,             0.85101,           0.0039151,           0.0034453,           0.0014072,           0.0022809,           0.0022809,           0.0022809
                  46,           0.0098917,           0.0052531,           0.0025693,             0.82895,              0.9835,             0.86931,             0.83933,           0.0037361,           0.0033783,           0.0013571,           0.0021958,           0.0021958,           0.0021958
                  47,            0.010051,           0.0053261,           0.0025171,             0.81523,             0.99997,             0.87902,             0.84029,           0.0036012,           0.0033968,           0.0013535,           0.0021257,           0.0021257,           0.0021257
                  48,            0.009712,           0.0052167,           0.0025703,             0.84303,             0.93779,             0.86815,             0.83912,           0.0037243,           0.0034923,           0.0013679,           0.0020709,           0.0020709,           0.0020709
                  49,           0.0096672,           0.0052219,            0.002585,             0.82008,             0.98687,             0.86756,             0.84509,           0.0035769,           0.0032739,           0.0012595,           0.0020315,           0.0020315,           0.0020315
                   0,            0.099366,            0.030026,             0.03753,             0.10711,             0.21451,             0.10201,            0.028014,            0.054798,            0.028048,            0.030091,              0.0002,              0.0002,              0.0982
                   0,            0.073223,            0.030874,            0.052436,             0.99165,             0.10487,             0.19401,            0.093101,            0.033495,            0.020834,            0.030944,             0.00069,             0.00069,             0.09379
                   1,            0.053691,            0.022023,            0.030707,             0.77206,             0.37725,             0.34348,             0.13061,            0.037128,            0.014237,            0.014228,           0.0013889,           0.0013889,            0.087489
                   2,            0.051113,            0.016683,             0.01816,             0.74145,             0.50883,             0.50848,             0.30462,            0.032237,            0.011335,           0.0093227,           0.0020834,           0.0020834,            0.081183
                   3,            0.047923,            0.014194,            0.012003,             0.75952,             0.70352,               0.711,             0.42733,            0.022781,           0.0094881,           0.0062111,           0.0027702,           0.0027702,             0.07487
                   4,            0.043209,            0.012679,            0.008913,             0.82681,             0.77163,             0.74441,             0.46609,            0.020625,           0.0082836,           0.0047332,           0.0034461,           0.0034461,            0.068546
                   5,            0.040503,            0.011601,           0.0074855,             0.67575,             0.60419,             0.56229,             0.35896,            0.026223,            0.011869,           0.0090773,            0.004108,            0.004108,            0.062208
                   6,            0.037161,            0.010831,           0.0063495,              0.6662,             0.89715,             0.86433,             0.56344,            0.023917,           0.0072615,           0.0036014,           0.0047526,           0.0047526,            0.055853
                   7,            0.034248,             0.01022,           0.0057446,             0.78981,             0.97222,             0.91615,             0.70176,            0.016145,           0.0065635,           0.0030765,           0.0053772,           0.0053772,            0.049477
                   8,            0.031906,           0.0098331,           0.0050557,             0.77963,             0.93833,             0.90636,             0.71077,            0.017622,           0.0067239,           0.0024742,           0.0059788,           0.0059788,            0.043079
                   9,            0.030072,           0.0095553,           0.0045697,             0.89059,             0.99444,             0.91074,             0.69688,            0.015205,           0.0060066,           0.0024135,           0.0065547,           0.0065547,            0.036655
                  10,            0.028028,           0.0091518,           0.0040169,             0.92511,             0.97187,             0.95065,             0.75953,            0.013975,           0.0058309,           0.0021139,           0.0071025,           0.0071025,            0.030203
                  11,            0.027434,           0.0089509,           0.0038022,             0.88276,             0.96474,             0.92064,              0.6696,            0.015836,           0.0060352,           0.0020449,           0.0076198,           0.0076198,             0.02372
                  12,            0.026597,           0.0090692,           0.0039978,             0.77211,             0.88636,             0.80154,             0.50189,            0.021295,             0.00804,           0.0031136,           0.0081045,           0.0081045,            0.017205
                  13,            0.025127,           0.0088551,           0.0035867,             0.88281,             0.99758,             0.92814,             0.73679,             0.01466,           0.0060056,            0.001803,           0.0085547,           0.0085547,            0.010655
                  14,            0.023892,           0.0084368,           0.0033109,              0.8642,             0.95926,             0.90518,             0.67631,            0.013739,           0.0062394,           0.0020658,           0.0085497,           0.0085497,           0.0085497
                  15,            0.022635,           0.0083969,           0.0028762,             0.89357,             0.98098,             0.93149,             0.79818,           0.0098644,           0.0053083,           0.0016113,           0.0085497,           0.0085497,           0.0085497
                  16,            0.020843,           0.0080335,           0.0027184,             0.91986,             0.93637,             0.92828,              0.7994,            0.011183,           0.0051901,           0.0015542,           0.0083511,           0.0083511,           0.0083511
                  17,            0.020136,           0.0077764,           0.0024529,             0.87653,             0.99345,             0.88697,              0.7653,            0.010708,           0.0051901,           0.0013127,           0.0081433,           0.0081433,           0.0081433
                  18,            0.019459,           0.0075217,            0.002355,             0.87747,                   1,             0.92441,             0.78751,           0.0085948,           0.0047829,           0.0012715,            0.007927,            0.007927,            0.007927
                   0,            0.071405,            0.032195,            0.050345,             0.99332,             0.11057,             0.19439,            0.088429,            0.034788,            0.020823,            0.027591,             0.00069,             0.00069,             0.09379
                   1,            0.052584,            0.022418,            0.030476,             0.89232,             0.43408,             0.48675,             0.26682,            0.034005,            0.014175,            0.013011,           0.0013889,           0.0013889,            0.087489
                   2,            0.049836,            0.017119,            0.018249,             0.60004,             0.62267,             0.62326,             0.41194,            0.030876,            0.011266,           0.0087829,           0.0020834,           0.0020834,            0.081183
                   3,            0.046541,            0.014642,            0.012313,             0.76904,             0.84688,             0.81346,             0.50885,             0.02133,           0.0091446,            0.005524,           0.0027702,           0.0027702,             0.07487
                   4,            0.042502,            0.012755,            0.008245,             0.74458,             0.83303,             0.70457,             0.40435,            0.028232,           0.0087367,           0.0036573,           0.0034461,           0.0034461,            0.068546
                   5,            0.040046,            0.011753,           0.0063978,             0.79935,             0.85889,             0.82209,              0.5683,            0.018156,           0.0071737,           0.0030703,            0.004108,            0.004108,            0.062208
                   6,            0.036753,            0.011013,           0.0055507,             0.87146,              0.8277,             0.82593,             0.56064,            0.017492,           0.0068113,           0.0034012,           0.0047526,           0.0047526,            0.055853
                   7,            0.033873,            0.010259,           0.0050025,             0.97074,             0.80909,             0.85438,             0.60236,            0.016701,           0.0062576,           0.0026808,           0.0053772,           0.0053772,            0.049477
                   8,            0.032313,           0.0098769,           0.0044098,             0.90283,             0.83383,             0.76948,             0.56807,            0.018112,           0.0076573,           0.0033537,           0.0059788,           0.0059788,            0.043079
                   9,            0.030599,            0.009509,           0.0038863,             0.86831,              0.8181,             0.85413,             0.59301,               0.017,           0.0059903,           0.0022449,           0.0065547,           0.0065547,            0.036655
                  10,            0.028243,           0.0090089,           0.0036685,             0.79717,             0.99687,             0.88442,             0.71699,            0.013849,            0.005937,           0.0018609,           0.0071025,           0.0071025,            0.030203
                  11,            0.027167,           0.0090507,           0.0034002,             0.89192,             0.94332,             0.90705,             0.61239,            0.015792,           0.0056759,           0.0018352,           0.0076198,           0.0076198,             0.02372
                  12,            0.025961,           0.0087823,           0.0031989,             0.87871,             0.99864,             0.90968,             0.69788,            0.017576,           0.0059893,           0.0017329,           0.0081045,           0.0081045,            0.017205
                  13,            0.025232,           0.0089086,            0.003313,             0.79226,               0.975,              0.8878,             0.67633,            0.013494,           0.0060424,           0.0015191,           0.0085547,           0.0085547,            0.010655
                  14,            0.023993,           0.0086575,            0.003006,             0.82317,             0.99332,             0.84349,             0.67644,            0.011891,           0.0057636,           0.0014616,           0.0085497,           0.0085497,           0.0085497
                  15,             0.02269,           0.0084774,           0.0027086,              0.8511,             0.95126,             0.89118,             0.73861,            0.012295,           0.0058729,           0.0016663,           0.0085497,           0.0085497,           0.0085497
                  16,            0.021746,           0.0081906,           0.0025273,             0.87872,             0.98123,             0.91818,             0.76616,            0.010713,           0.0054341,           0.0011262,           0.0083511,           0.0083511,           0.0083511
                  17,            0.020761,           0.0080558,           0.0024527,             0.92578,             0.93434,             0.93618,             0.73285,            0.010649,           0.0050296,           0.0014476,           0.0081433,           0.0081433,           0.0081433
                  18,            0.019905,           0.0075633,           0.0022163,             0.85009,                   1,             0.89433,             0.78715,           0.0091113,           0.0046739,           0.0012311,            0.007927,            0.007927,            0.007927
                  19,            0.018228,           0.0073074,           0.0019078,             0.90874,             0.95158,             0.95551,             0.81699,            0.009536,           0.0046073,            0.001163,           0.0077031,           0.0077031,           0.0077031
                  20,            0.017312,           0.0071317,           0.0017638,             0.86006,             0.94248,             0.92993,               0.723,            0.012886,           0.0049131,           0.0011826,           0.0074725,           0.0074725,           0.0074725
                  21,            0.017514,           0.0070069,           0.0018804,                0.82,                   1,             0.92651,             0.80646,            0.008583,           0.0044166,          0.00099633,           0.0072361,           0.0072361,           0.0072361
